STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,trans1g,Transitions from previous generation,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CY,Cyprus,2023,,87.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CZ,Czechia,2019,,78.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CZ,Czechia,2023,,82.9,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DE,Germany,2019,,33.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DK,Denmark,2019,,42.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DK,Denmark,2023,,49.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,86.5,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EA18,Euro area - 18 countries (2014),2019,,86.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EA19,Euro area - 19 countries  (2015-2022),2019,,86.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EA20,Euro area – 20 countries (from 2023),2019,,83.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EA20,Euro area – 20 countries (from 2023),2023,,84.6,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EE,Estonia,2019,,41.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EE,Estonia,2023,,32.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EL,Greece,2019,,92.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EL,Greece,2023,,83.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,ES,Spain,2019,,93.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,ES,Spain,2023,,90.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,83.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EU27_2007,European Union - 27 countries (2007-2013),2019,,83.2,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EU27_2020,European Union - 27 countries (from 2020),2019,,81.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,EU27_2020,European Union - 27 countries (from 2020),2023,,81.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,FI,Finland,2019,,46.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,FI,Finland,2023,,56.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,FR,France,2019,,88.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,FR,France,2023,,76.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,HR,Croatia,2019,,82.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,HR,Croatia,2023,,82.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,HU,Hungary,2019,,76.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,HU,Hungary,2023,,75.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,IE,Ireland,2019,,71.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,IE,Ireland,2023,,64.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,IS,Iceland,2019,,45.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,IT,Italy,2019,,90.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,IT,Italy,2023,,88.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LT,Lithuania,2019,,53.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LT,Lithuania,2023,,39.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LU,Luxembourg,2019,,83.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LU,Luxembourg,2023,,83.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LV,Latvia,2019,,52.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,LV,Latvia,2023,,48.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,ME,Montenegro,2019,,83.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,MK,North Macedonia,2019,,93.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,MK,North Macedonia,2023,,97.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,MT,Malta,2019,,46.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,MT,Malta,2023,,67.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,NL,Netherlands,2019,,76.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,NL,Netherlands,2023,,66.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,NO,Norway,2019,,34.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,NO,Norway,2023,,32.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,PL,Poland,2019,,60.1,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,PL,Poland,2023,,58.0,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,PT,Portugal,2019,,97.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,PT,Portugal,2023,,91.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,RO,Romania,2019,,59.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,RO,Romania,2023,,68.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,RS,Serbia,2019,,81.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,RS,Serbia,2023,,74.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SE,Sweden,2019,,53.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SE,Sweden,2023,,45.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SI,Slovenia,2019,,61.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SI,Slovenia,2023,,60.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SK,Slovakia,2019,,92.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,SK,Slovakia,2023,,85.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TR,Türkiye,2023,,97.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,AL,Albania,2019,,86.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,AL,Albania,2023,,85.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,AT,Austria,2019,,68.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,AT,Austria,2023,,57.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,BE,Belgium,2019,,76.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,BE,Belgium,2023,,74.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,BG,Bulgaria,2019,,87.7,,,,,
